"year","treatment","species","abundance","energy"
"1988","spectabs","DM",76,7351.39287463412
"1988","spectabs","DO",20,2165.56036691949
"1988","spectabs","DS",10,2098.12710453755
"1988","spectabs","NA",9,2443.01551600896
"1988","spectabs","OL",13,893.425848369529
"1988","spectabs","OT",2,125.314078766349
"1988","spectabs","PB",0,0
"1988","spectabs","PE",6,356.233672596686
"1988","spectabs","PF",0,0
"1988","spectabs","PH",0,0
"1988","spectabs","PI",0,0
"1988","spectabs","PL",0,0
"1988","spectabs","PM",2,119.434450918612
"1988","spectabs","PP",0,0
"1988","spectabs","RF",0,0
"1988","spectabs","RM",7,221.360524367289
"1988","spectabs","RO",0,0
"1988","spectabs","SF",0,0
"1988","spectabs","SH",0,0
"1988","spectabs","SO",0,0
"1989","control","BA",0,0
"1989","control","DM",245,23732.5387697795
"1989","control","DO",76,8263.58020397583
"1989","control","DS",33,6875.44414874641
"1989","control","NA",29,6336.77412696241
"1989","control","OL",30,2292.20095856853
"1989","control","OT",34,2094.34397620921
"1989","control","PB",0,0
"1989","control","PE",46,2564.61231746581
"1989","control","PF",2,56.6324612226627
"1989","control","PH",2,147.661949093612
"1989","control","PI",0,0
"1989","control","PL",0,0
"1989","control","PM",2,109.582030108288
"1989","control","PP",8,348.958739286785
"1989","control","RF",9,383.1291327692
"1989","control","RM",76,2498.81579968781
"1989","control","RO",0,0
"1989","control","SF",3,357.691292258253
"1989","control","SH",18,2461.86122604248
"1989","control","SO",0,0
"1989","exclosure","BA",3,73.3668836484785
"1989","exclosure","DM",7,584.359588627411
"1989","exclosure","DO",0,0
"1989","exclosure","DS",0,0
"1989","exclosure","NA",28,7109.42899942295
"1989","exclosure","OL",8,608.327755652357
"1989","exclosure","OT",39,2499.96131337923
"1989","exclosure","PB",0,0
"1989","exclosure","PE",62,3577.04189802584
"1989","exclosure","PF",9,220.38310918844
"1989","exclosure","PH",0,0
"1989","exclosure","PI",0,0
"1989","exclosure","PL",0,0
"1989","exclosure","PM",23,1217.11473636822
"1989","exclosure","PP",29,1402.93976161342
"1989","exclosure","RF",23,886.179785832524
"1989","exclosure","RM",175,5717.47624347015
"1989","exclosure","RO",0,0
"1989","exclosure","SF",2,212.369432718011
"1989","exclosure","SH",34,5033.78114496232
"1989","exclosure","SO",0,0
"1989","removal","BA",0,0
"1989","removal","DM",4,376.864036746395
"1989","removal","DO",3,330.19274628936
"1989","removal","DS",0,0
"1989","removal","NA",8,2161.01240462796
"1989","removal","OL",8,609.943980938987
"1989","removal","OT",16,1044.57663818975
"1989","removal","PB",0,0
"1989","removal","PE",62,3660.25547080311
"1989","removal","PF",2,48.9740242640977
"1989","removal","PH",0,0
"1989","removal","PI",0,0
"1989","removal","PL",0,0
"1989","removal","PM",1,65.5152311109777
"1989","removal","PP",6,336.1894607349
"1989","removal","RF",17,672.398636719502
"1989","removal","RM",131,4367.44594640318
"1989","removal","RO",0,0
"1989","removal","SF",0,0
"1989","removal","SH",3,467.032847842281
"1989","removal","SO",0,0
"1989","spectabs","BA",0,0
"1989","spectabs","DM",65,6574.6242607904
"1989","spectabs","DO",40,4326.83563392582
"1989","spectabs","DS",0,0
"1989","spectabs","NA",2,635.411182214723
"1989","spectabs","OL",11,834.144148656902
"1989","spectabs","OT",13,763.474807000559
"1989","spectabs","PB",0,0
"1989","spectabs","PE",7,387.842068252417
"1989","spectabs","PF",0,0
"1989","spectabs","PH",0,0
"1989","spectabs","PI",0,0
"1989","spectabs","PL",0,0
"1989","spectabs","PM",1,65.5152311109777
"1989","spectabs","PP",2,97.3615667809565
"1989","spectabs","RF",0,0
"1989","spectabs","RM",16,517.866854636384
"1989","spectabs","RO",0,0
"1989","spectabs","SF",0,0
"1989","spectabs","SH",0,0
"1989","spectabs","SO",0,0
"1990","control","BA",0,0
"1990","control","DM",356,33136.622663621
"1990","control","DO",128,13247.5937857098
"1990","control","DS",17,3528.78797479449
"1990","control","NA",18,4796.04767822098
"1990","control","OL",12,914.525953052514
"1990","control","OT",32,1906.16181732877
"1990","control","PB",0,0
"1990","control","PE",6,344.707131245786
"1990","control","PF",0,0
"1990","control","PH",7,523.313598825814
"1990","control","PI",0,0
"1990","control","PL",0,0
"1990","control","PM",0,0
"1990","control","PP",1,49.7240672582641
"1990","control","RF",0,0
"1990","control","RM",22,681.543742675097
"1990","control","RO",0,0
"1990","control","SF",11,1214.13435140101
"1990","control","SH",1,136.222574687631
"1990","control","SO",0,0
"1990","exclosure","BA",7,194.315756570428
"1990","exclosure","DM",3,273.032887987395
"1990","exclosure","DO",0,0
"1990","exclosure","DS",0,0
"1990","exclosure","NA",9,2014.37471465715
"1990","exclosure","OL",8,579.590589216138
"1990","exclosure","OT",39,2428.74958569846
"1990","exclosure","PB",0,0
"1990","exclosure","PE",47,2623.19463378914
"1990","exclosure","PF",51,1263.95162286629
"1990","exclosure","PH",0,0
"1990","exclosure","PI",0,0
"1990","exclosure","PL",0,0
"1990","exclosure","PM",0,0
"1990","exclosure","PP",26,1176.04594461725
"1990","exclosure","RF",4,160.192618460791
"1990","exclosure","RM",113,3700.64223206765
"1990","exclosure","RO",0,0
"1990","exclosure","SF",7,778.010553051262
"1990","exclosure","SH",7,1049.12004752869
"1990","exclosure","SO",0,0
"1990","removal","BA",3,78.5401315492985
"1990","removal","DM",2,173.763157246745
"1990","removal","DO",1,100.503373641219
"1990","removal","DS",0,0
"1990","removal","NA",0,0
"1990","removal","OL",0,0
"1990","removal","OT",3,185.013367379041
"1990","removal","PB",0,0
"1990","removal","PE",22,1307.53600304868
"1990","removal","PF",0,0
"1990","removal","PH",0,0
"1990","removal","PI",0,0
"1990","removal","PL",0,0
"1990","removal","PM",0,0
"1990","removal","PP",4,198.81176385593
"1990","removal","RF",8,304.609867701341
"1990","removal","RM",96,3157.41400116995
"1990","removal","RO",0,0
"1990","removal","SF",0,0
"1990","removal","SH",1,142.103381152915
"1990","removal","SO",0,0
"1990","spectabs","BA",1,24.4870121320489
"1990","spectabs","DM",101,9510.25223118015
"1990","spectabs","DO",42,4529.0663292897
"1990","spectabs","DS",0,0
"1990","spectabs","NA",2,350.080485018919
"1990","spectabs","OL",5,376.576918909678
"1990","spectabs","OT",3,171.24152906443
"1990","spectabs","PB",0,0
"1990","spectabs","PE",0,0
"1990","spectabs","PF",0,0
"1990","spectabs","PH",0,0
"1990","spectabs","PI",0,0
"1990","spectabs","PL",0,0
"1990","spectabs","PM",0,0
"1990","spectabs","PP",3,118.699302847559
"1990","spectabs","RF",0,0
"1990","spectabs","RM",0,0
"1990","spectabs","RO",0,0
"1990","spectabs","SF",0,0
"1990","spectabs","SH",0,0
"1990","spectabs","SO",0,0
"1991","control","BA",1,21.8135175789677
"1991","control","DM",306,29357.9902472286
"1991","control","DO",71,7450.65413167933
"1991","control","DS",11,2177.57415456168
"1991","control","NA",16,4033.09230741883
"1991","control","OL",19,1303.93808967088
"1991","control","OT",53,3339.38282058096
"1991","control","PB",0,0
"1991","control","PE",10,543.273437372325
"1991","control","PF",9,233.200229757831
"1991","control","PH",0,0
"1991","control","PI",0,0
"1991","control","PL",0,0
"1991","control","PM",0,0
"1991","control","PP",19,879.724475288934
"1991","control","RF",0,0
"1991","control","RM",38,1181.97076950737
"1991","control","RO",0,0
"1991","control","SF",1,135.864188384817
"1991","control","SH",0,0
"1991","control","SO",1,93.8748452722046
"1991","exclosure","BA",24,731.341669445434
"1991","exclosure","DM",13,1186.70372796817
"1991","exclosure","DO",0,0
"1991","exclosure","DS",0,0
"1991","exclosure","NA",13,2952.60723486193
"1991","exclosure","OL",9,634.748829512466
"1991","exclosure","OT",39,2369.6250640589
"1991","exclosure","PB",0,0
"1991","exclosure","PE",25,1429.51056420198
"1991","exclosure","PF",53,1412.98054438398
"1991","exclosure","PH",0,0
"1991","exclosure","PI",0,0
"1991","exclosure","PL",0,0
"1991","exclosure","PM",0,0
"1991","exclosure","PP",55,2822.16023250526
"1991","exclosure","RF",0,0
"1991","exclosure","RM",120,3921.64452402356
"1991","exclosure","RO",0,0
"1991","exclosure","SF",5,699.411113121492
"1991","exclosure","SH",1,127.238247414792
"1991","exclosure","SO",10,1133.52686572034
"1991","removal","BA",1,27.0663539374619
"1991","removal","DM",1,83.6255798186177
"1991","removal","DO",3,305.836203347734
"1991","removal","DS",0,0
"1991","removal","NA",1,272.59896501792
"1991","removal","OL",2,138.253154451178
"1991","removal","OT",9,592.209858715758
"1991","removal","PB",0,0
"1991","removal","PE",27,1527.38559511591
"1991","removal","PF",0,0
"1991","removal","PH",0,0
"1991","removal","PI",0,0
"1991","removal","PL",0,0
"1991","removal","PM",0,0
"1991","removal","PP",8,342.64855975338
"1991","removal","RF",0,0
"1991","removal","RM",141,4828.52676166459
"1991","removal","RO",1,34.3681994673169
"1991","removal","SF",1,301.47553442278
"1991","removal","SH",0,0
"1991","removal","SO",0,0
"1991","spectabs","BA",0,0
"1991","spectabs","DM",83,7843.03899920013
"1991","spectabs","DO",49,5313.03347943806
"1991","spectabs","DS",0,0
"1991","spectabs","NA",0,0
"1991","spectabs","OL",6,422.192987365313
"1991","spectabs","OT",6,397.934456795
"1991","spectabs","PB",0,0
"1991","spectabs","PE",3,171.338689659131
"1991","spectabs","PF",0,0
"1991","spectabs","PH",0,0
"1991","spectabs","PI",0,0
"1991","spectabs","PL",0,0
"1991","spectabs","PM",0,0
"1991","spectabs","PP",6,280.964600274068
"1991","spectabs","RF",0,0
"1991","spectabs","RM",8,235.704625363796
"1991","spectabs","RO",0,0
"1991","spectabs","SF",0,0
"1991","spectabs","SH",0,0
"1991","spectabs","SO",0,0
"1992","control","BA",0,0
"1992","control","DM",239,23133.5465165677
"1992","control","DO",56,5756.30506312785
"1992","control","DS",18,3537.46402581906
"1992","control","NA",9,2301.31220232916
"1992","control","OL",18,1161.46192956153
"1992","control","OT",23,1434.51434889748
"1992","control","PB",0,0
"1992","control","PE",17,1025.19712033472
"1992","control","PF",11,281.743568091641
"1992","control","PH",0,0
"1992","control","PI",0,0
"1992","control","PL",0,0
"1992","control","PM",0,0
"1992","control","PP",38,1773.09647658509
"1992","control","RF",0,0
"1992","control","RM",24,780.006176275518
"1992","control","RO",0,0
"1992","control","SF",0,0
"1992","control","SH",0,0
"1992","control","SO",4,447.650362977051
"1992","exclosure","BA",6,159.65960490401
"1992","exclosure","DM",3,289.865420589263
"1992","exclosure","DO",3,296.31741848658
"1992","exclosure","DS",0,0
"1992","exclosure","NA",5,950.21283958085
"1992","exclosure","OL",17,1247.74189293584
"1992","exclosure","OT",11,690.817678062149
"1992","exclosure","PB",0,0
"1992","exclosure","PE",8,469.899916896372
"1992","exclosure","PF",44,1240.6562875059
"1992","exclosure","PH",7,521.677697179589
"1992","exclosure","PI",1,49.7240672582641
"1992","exclosure","PL",0,0
"1992","exclosure","PM",0,0
"1992","exclosure","PP",78,3855.65252520011
"1992","exclosure","RF",0,0
"1992","exclosure","RM",58,1925.97081758792
"1992","exclosure","RO",0,0
"1992","exclosure","SF",3,286.117772539795
"1992","exclosure","SH",0,0
"1992","exclosure","SO",14,1578.22397174621
"1992","removal","BA",0,0
"1992","removal","DM",2,191.092483080692
"1992","removal","DO",5,523.241427083804
"1992","removal","DS",0,0
"1992","removal","NA",0,0
"1992","removal","OL",5,315.254081756998
"1992","removal","OT",3,200.028739800371
"1992","removal","PB",0,0
"1992","removal","PE",17,991.438657973149
"1992","removal","PF",0,0
"1992","removal","PH",0,0
"1992","removal","PI",0,0
"1992","removal","PL",0,0
"1992","removal","PM",0,0
"1992","removal","PP",10,487.763026065123
"1992","removal","RF",0,0
"1992","removal","RM",73,2567.27159334671
"1992","removal","RO",0,0
"1992","removal","SF",0,0
"1992","removal","SH",0,0
"1992","removal","SO",2,247.984075124548
"1992","spectabs","BA",0,0
"1992","spectabs","DM",63,6126.07947556856
"1992","spectabs","DO",30,3238.31094337005
"1992","spectabs","DS",0,0
"1992","spectabs","NA",1,166.262439514798
"1992","spectabs","OL",5,419.489610704308
"1992","spectabs","OT",5,332.296364050513
"1992","spectabs","PB",0,0
"1992","spectabs","PE",0,0
"1992","spectabs","PF",0,0
"1992","spectabs","PH",0,0
"1992","spectabs","PI",0,0
"1992","spectabs","PL",0,0
"1992","spectabs","PM",0,0
"1992","spectabs","PP",6,282.913379230084
"1992","spectabs","RF",0,0
"1992","spectabs","RM",3,95.7493928132485
"1992","spectabs","RO",0,0
"1992","spectabs","SF",0,0
"1992","spectabs","SH",0,0
"1992","spectabs","SO",0,0
"1993","control","BA",0,0
"1993","control","DM",194,18822.1517087135
"1993","control","DO",19,1947.65432722573
"1993","control","DS",18,3364.60079106387
"1993","control","NA",10,2428.55009234452
"1993","control","OL",11,683.02280537363
"1993","control","OT",8,461.564707140354
"1993","control","PB",0,0
"1993","control","PE",3,158.474916505026
"1993","control","PF",18,488.475595085455
"1993","control","PH",0,0
"1993","control","PI",0,0
"1993","control","PL",0,0
"1993","control","PM",0,0
"1993","control","PP",20,1008.89256948236
"1993","control","RF",0,0
"1993","control","RM",10,320.761100984789
"1993","control","RO",0,0
"1993","control","SF",0,0
"1993","control","SH",0,0
"1993","control","SO",2,253.266731560187
"1993","exclosure","BA",0,0
"1993","exclosure","DM",4,419.637065579649
"1993","exclosure","DO",4,435.084710937416
"1993","exclosure","DS",0,0
"1993","exclosure","NA",12,2266.58463024278
"1993","exclosure","OL",17,1267.67929152016
"1993","exclosure","OT",4,216.279342663494
"1993","exclosure","PB",0,0
"1993","exclosure","PE",1,34.3681994673169
"1993","exclosure","PF",50,1387.44298726314
"1993","exclosure","PH",0,0
"1993","exclosure","PI",0,0
"1993","exclosure","PL",0,0
"1993","exclosure","PM",0,0
"1993","exclosure","PP",67,3299.51191292621
"1993","exclosure","RF",0,0
"1993","exclosure","RM",50,1643.80221024998
"1993","exclosure","RO",0,0
"1993","exclosure","SF",3,288.032129086828
"1993","exclosure","SH",0,0
"1993","exclosure","SO",4,437.481852755593
"1993","removal","BA",0,0
"1993","removal","DM",5,447.095861632368
"1993","removal","DO",0,0
"1993","removal","DS",0,0
"1993","removal","NA",1,213.988372268528
"1993","removal","OL",2,122.391344704128
"1993","removal","OT",7,443.220649400876
"1993","removal","PB",0,0
"1993","removal","PE",9,481.909883791287
"1993","removal","PF",2,48.9740242640977
"1993","removal","PH",0,0
"1993","removal","PI",0,0
"1993","removal","PL",0,0
"1993","removal","PM",0,0
"1993","removal","PP",11,553.390886143957
"1993","removal","RF",0,0
"1993","removal","RM",41,1430.48567621498
"1993","removal","RO",0,0
"1993","removal","SF",0,0
"1993","removal","SH",0,0
"1993","removal","SO",0,0
"1993","spectabs","BA",0,0
"1993","spectabs","DM",50,4645.89562829734
"1993","spectabs","DO",5,544.522374849491
"1993","spectabs","DS",0,0
"1993","spectabs","NA",1,237.759713124729
"1993","spectabs","OL",5,317.700844993592
"1993","spectabs","OT",3,161.030642358761
"1993","spectabs","PB",0,0
"1993","spectabs","PE",0,0
"1993","spectabs","PF",0,0
"1993","spectabs","PH",0,0
"1993","spectabs","PI",0,0
"1993","spectabs","PL",0,0
"1993","spectabs","PM",0,0
"1993","spectabs","PP",2,94.4515759427635
"1993","spectabs","RF",0,0
"1993","spectabs","RM",2,75.6414069615669
"1993","spectabs","RO",0,0
"1993","spectabs","SF",0,0
"1993","spectabs","SH",0,0
"1993","spectabs","SO",0,0
"1994","control","BA",0,0
"1994","control","DM",229,21622.0310829966
"1994","control","DO",24,2483.39203112041
"1994","control","DS",9,1657.86588323168
"1994","control","NA",4,1219.42070707891
"1994","control","OL",5,279.937287219244
"1994","control","OT",9,623.939461071781
"1994","control","PB",0,0
"1994","control","PE",0,0
"1994","control","PF",9,214.593030995108
"1994","control","PH",0,0
"1994","control","PI",0,0
"1994","control","PL",0,0
"1994","control","PM",0,0
"1994","control","PP",10,438.935737132816
"1994","control","RF",0,0
"1994","control","RM",2,61.5633286885316
"1994","control","RO",0,0
"1994","control","SF",0,0
"1994","control","SH",0,0
"1994","control","SO",0,0
"1994","exclosure","BA",0,0
"1994","exclosure","DM",11,1050.80048855198
"1994","exclosure","DO",0,0
"1994","exclosure","DS",0,0
"1994","exclosure","NA",6,1630.69807654906
"1994","exclosure","OL",11,625.64707527635
"1994","exclosure","OT",8,482.633903772702
"1994","exclosure","PB",0,0
"1994","exclosure","PE",0,0
"1994","exclosure","PF",62,1672.4609772646
"1994","exclosure","PH",0,0
"1994","exclosure","PI",0,0
"1994","exclosure","PL",0,0
"1994","exclosure","PM",0,0
"1994","exclosure","PP",48,2413.89178238261
"1994","exclosure","RF",0,0
"1994","exclosure","RM",19,640.095114143873
"1994","exclosure","RO",0,0
"1994","exclosure","SF",0,0
"1994","exclosure","SH",0,0
"1994","exclosure","SO",2,215.245014219304
"1994","removal","BA",0,0
"1994","removal","DM",8,792.323930346729
"1994","removal","DO",0,0
"1994","removal","DS",0,0
"1994","removal","NA",0,0
"1994","removal","OL",3,153.075190506968
"1994","removal","OT",1,57.8001914615828
"1994","removal","PB",0,0
"1994","removal","PE",3,149.143405427661
"1994","removal","PF",1,24.4870121320489
"1994","removal","PH",0,0
"1994","removal","PI",0,0
"1994","removal","PL",0,0
"1994","removal","PM",0,0
"1994","removal","PP",15,720.988314850061
"1994","removal","RF",0,0
"1994","removal","RM",19,637.044577150621
"1994","removal","RO",0,0
"1994","removal","SF",0,0
"1994","removal","SH",0,0
"1994","removal","SO",1,160.688984004485
"1994","spectabs","BA",0,0
"1994","spectabs","DM",45,4214.97628601116
"1994","spectabs","DO",1,103.763161232581
"1994","spectabs","DS",0,0
"1994","spectabs","NA",0,0
"1994","spectabs","OL",1,85.3617990345562
"1994","spectabs","OT",2,117.42883151215
"1994","spectabs","PB",0,0
"1994","spectabs","PE",0,0
"1994","spectabs","PF",1,24.4870121320489
"1994","spectabs","PH",0,0
"1994","spectabs","PI",0,0
"1994","spectabs","PL",0,0
"1994","spectabs","PM",0,0
"1994","spectabs","PP",1,45.52
"1994","spectabs","RF",0,0
"1994","spectabs","RM",0,0
"1994","spectabs","RO",0,0
"1994","spectabs","SF",0,0
"1994","spectabs","SH",0,0
"1994","spectabs","SO",0,0
"1995","control","BA",0,0
"1995","control","DM",338,33177.7385737138
"1995","control","DO",27,2865.43863556037
"1995","control","DS",0,0
"1995","control","NA",7,1790.49326390424
"1995","control","OL",10,689.715206860025
"1995","control","OT",17,1071.807010343
"1995","control","PB",0,0
"1995","control","PE",0,0
"1995","control","PF",49,1432.2596658674
"1995","control","PH",0,0
"1995","control","PI",1,48.6149440934586
"1995","control","PL",0,0
"1995","control","PM",1,59.7596635079572
"1995","control","PP",95,4412.26835463215
"1995","control","RF",0,0
"1995","control","RM",6,208.006284438375
"1995","control","RO",0,0
"1995","control","SF",0,0
"1995","control","SH",0,0
"1995","control","SO",0,0
"1995","exclosure","BA",0,0
"1995","exclosure","DM",17,1712.50620763603
"1995","exclosure","DO",5,558.695355184675
"1995","exclosure","DS",0,0
"1995","exclosure","NA",0,0
"1995","exclosure","OL",15,1047.407361796
"1995","exclosure","OT",15,959.49836537606
"1995","exclosure","PB",1,71.1067394489141
"1995","exclosure","PE",1,47.6374995226924
"1995","exclosure","PF",105,3033.1489370964
"1995","exclosure","PH",0,0
"1995","exclosure","PI",0,0
"1995","exclosure","PL",0,0
"1995","exclosure","PM",2,121.457608314437
"1995","exclosure","PP",150,7160.97075328823
"1995","exclosure","RF",0,0
"1995","exclosure","RM",32,1193.12091609455
"1995","exclosure","RO",0,0
"1995","exclosure","SF",0,0
"1995","exclosure","SH",0,0
"1995","exclosure","SO",0,0
"1995","removal","BA",0,0
"1995","removal","DM",3,320.943193907896
"1995","removal","DO",0,0
"1995","removal","DS",0,0
"1995","removal","NA",1,242.66210896082
"1995","removal","OL",3,172.990686402283
"1995","removal","OT",4,240.804628979976
"1995","removal","PB",0,0
"1995","removal","PE",8,443.797517659352
"1995","removal","PF",1,24.4870121320489
"1995","removal","PH",0,0
"1995","removal","PI",0,0
"1995","removal","PL",3,175.252767877354
"1995","removal","PM",4,253.786629302218
"1995","removal","PP",13,595.476765816085
"1995","removal","RF",0,0
"1995","removal","RM",43,1681.99721157309
"1995","removal","RO",0,0
"1995","removal","SF",0,0
"1995","removal","SH",0,0
"1995","removal","SO",0,0
"1995","spectabs","BA",0,0
"1995","spectabs","DM",78,7677.73715715272
"1995","spectabs","DO",27,2846.88724303647
"1995","spectabs","DS",0,0
"1995","spectabs","NA",0,0
"1995","spectabs","OL",1,63.616133959869
"1995","spectabs","OT",2,130.572162140178
"1995","spectabs","PB",6,488.730520395325
"1995","spectabs","PE",5,295.368704748476
"1995","spectabs","PF",3,81.1194733547115
"1995","spectabs","PH",3,246.858844526857
"1995","spectabs","PI",0,0
"1995","spectabs","PL",0,0
"1995","spectabs","PM",0,0
"1995","spectabs","PP",19,909.680126108804
"1995","spectabs","RF",0,0
"1995","spectabs","RM",0,0
"1995","spectabs","RO",0,0
"1995","spectabs","SF",0,0
"1995","spectabs","SH",0,0
"1995","spectabs","SO",0,0
"1996","control","BA",0,0
"1996","control","DM",373,36808.2846954745
"1996","control","DO",75,7764.65886198237
"1996","control","DS",0,0
"1996","control","NA",7,1685.69892128415
"1996","control","OL",4,296.351082239802
"1996","control","OT",38,2306.85325324949
"1996","control","PB",18,1416.72541696447
"1996","control","PE",19,1131.8391854689
"1996","control","PF",92,2539.97159605246
"1996","control","PH",0,0
"1996","control","PI",0,0
"1996","control","PL",0,0
"1996","control","PM",13,666.631367437956
"1996","control","PP",75,3608.88088515154
"1996","control","RF",0,0
"1996","control","RM",19,675.371818129559
"1996","control","RO",0,0
"1996","control","SF",0,0
"1996","control","SH",0,0
"1996","control","SO",0,0
"1996","exclosure","BA",0,0
"1996","exclosure","DM",32,3076.99663523425
"1996","exclosure","DO",45,4606.85266844879
"1996","exclosure","DS",0,0
"1996","exclosure","NA",0,0
"1996","exclosure","OL",6,388.855830548165
"1996","exclosure","OT",51,2995.0755352146
"1996","exclosure","PB",12,846.228530558977
"1996","exclosure","PE",11,615.33553875946
"1996","exclosure","PF",200,5696.17772180086
"1996","exclosure","PH",0,0
"1996","exclosure","PI",0,0
"1996","exclosure","PL",0,0
"1996","exclosure","PM",14,759.891506294259
"1996","exclosure","PP",178,8985.5392656102
"1996","exclosure","RF",0,0
"1996","exclosure","RM",34,1199.55499577582
"1996","exclosure","RO",0,0
"1996","exclosure","SF",0,0
"1996","exclosure","SH",0,0
"1996","exclosure","SO",0,0
"1996","removal","BA",0,0
"1996","removal","DM",21,1941.19893933152
"1996","removal","DO",7,689.213280380526
"1996","removal","DS",0,0
"1996","removal","NA",0,0
"1996","removal","OL",0,0
"1996","removal","OT",8,512.019013910125
"1996","removal","PB",0,0
"1996","removal","PE",5,274.985214217966
"1996","removal","PF",20,545.834490408677
"1996","removal","PH",0,0
"1996","removal","PI",0,0
"1996","removal","PL",6,336.683159024446
"1996","removal","PM",23,1277.48312096367
"1996","removal","PP",30,1530.24583668664
"1996","removal","RF",0,0
"1996","removal","RM",36,1266.98115218308
"1996","removal","RO",0,0
"1996","removal","SF",0,0
"1996","removal","SH",0,0
"1996","removal","SO",0,0
"1996","spectabs","BA",0,0
"1996","spectabs","DM",66,6176.92379219258
"1996","spectabs","DO",47,4738.9755743678
"1996","spectabs","DS",0,0
"1996","spectabs","NA",0,0
"1996","spectabs","OL",3,207.712852421091
"1996","spectabs","OT",11,716.093399275748
"1996","spectabs","PB",9,750.766670101794
"1996","spectabs","PE",1,57.8001914615828
"1996","spectabs","PF",18,450.721538897853
"1996","spectabs","PH",0,0
"1996","spectabs","PI",0,0
"1996","spectabs","PL",0,0
"1996","spectabs","PM",0,0
"1996","spectabs","PP",15,692.571421484166
"1996","spectabs","RF",0,0
"1996","spectabs","RM",1,41.1820814442282
"1996","spectabs","RO",0,0
"1996","spectabs","SF",0,0
"1996","spectabs","SH",0,0
"1996","spectabs","SO",0,0
"1997","control","BA",0,0
"1997","control","DM",486,47860.147566383
"1997","control","DO",115,11816.4788473426
"1997","control","DS",6,1167.30327565012
"1997","control","NA",31,7408.13551708509
"1997","control","OL",2,161.917008679254
"1997","control","OT",135,8564.15067663113
"1997","control","PB",62,4645.33264222659
"1997","control","PE",8,469.894018412468
"1997","control","PF",52,1452.73930939674
"1997","control","PH",0,0
"1997","control","PI",0,0
"1997","control","PL",1,59.7596635079572
"1997","control","PM",45,2520.37048786134
"1997","control","PP",108,5361.85768758398
"1997","control","RF",0,0
"1997","control","RM",32,1101.58439832953
"1997","control","RO",0,0
"1997","control","SF",0,0
"1997","control","SH",2,247.75153495298
"1997","control","SO",2,235.751915822323
"1997","exclosure","BA",0,0
"1997","exclosure","DM",9,887.286260093744
"1997","exclosure","DO",57,5887.53780246195
"1997","exclosure","DS",0,0
"1997","exclosure","NA",10,2715.55677273608
"1997","exclosure","OL",0,0
"1997","exclosure","OT",71,4413.05638406557
"1997","exclosure","PB",175,13011.310672875
"1997","exclosure","PE",19,1031.1247494362
"1997","exclosure","PF",124,3446.38866245802
"1997","exclosure","PH",2,113.618508420325
"1997","exclosure","PI",0,0
"1997","exclosure","PL",4,176.936559572728
"1997","exclosure","PM",98,5560.72128730486
"1997","exclosure","PP",161,8194.66142310457
"1997","exclosure","RF",1,53.8126975522807
"1997","exclosure","RM",54,1867.04100140644
"1997","exclosure","RO",0,0
"1997","exclosure","SF",0,0
"1997","exclosure","SH",5,505.793024747902
"1997","exclosure","SO",1,95.5462415403459
"1997","removal","BA",0,0
"1997","removal","DM",15,1519.14598777453
"1997","removal","DO",0,0
"1997","removal","DS",0,0
"1997","removal","NA",6,1411.91945769153
"1997","removal","OL",0,0
"1997","removal","OT",19,1207.66789652764
"1997","removal","PB",13,987.171441050365
"1997","removal","PE",29,1619.00916602051
"1997","removal","PF",1,61.6979448064802
"1997","removal","PH",1,53.8126975522807
"1997","removal","PI",0,0
"1997","removal","PL",13,676.309183366111
"1997","removal","PM",115,6296.72258002115
"1997","removal","PP",32,1454.34619984946
"1997","removal","RF",0,0
"1997","removal","RM",66,2293.44231505664
"1997","removal","RO",0,0
"1997","removal","SF",0,0
"1997","removal","SH",0,0
"1997","removal","SO",0,0
"1997","spectabs","BA",0,0
"1997","spectabs","DM",66,6309.7627542952
"1997","spectabs","DO",81,8571.77885371425
"1997","spectabs","DS",0,0
"1997","spectabs","NA",1,208.872920612232
"1997","spectabs","OL",6,470.241047841076
"1997","spectabs","OT",33,2070.80680888049
"1997","spectabs","PB",9,696.018452831986
"1997","spectabs","PE",1,43.3691300549964
"1997","spectabs","PF",8,208.619064878114
"1997","spectabs","PH",0,0
"1997","spectabs","PI",0,0
"1997","spectabs","PL",1,57.8001914615828
"1997","spectabs","PM",13,746.78630885039
"1997","spectabs","PP",23,1155.83743698969
"1997","spectabs","RF",0,0
"1997","spectabs","RM",6,237.409240506479
"1997","spectabs","RO",0,0
"1997","spectabs","SF",0,0
"1997","spectabs","SH",0,0
"1997","spectabs","SO",0,0
"1998","control","BA",0,0
"1998","control","DM",398,38012.742633372
"1998","control","DO",70,7430.75817433837
"1998","control","DS",8,1595.5259811425
"1998","control","NA",21,5497.87875814993
"1998","control","OL",0,0
"1998","control","OT",82,5100.60692463791
"1998","control","PB",57,4062.53208992127
"1998","control","PE",2,73.323788956428
"1998","control","PF",2,56.4842335353797
"1998","control","PH",0,0
"1998","control","PI",0,0
"1998","control","PL",0,0
"1998","control","PM",5,246.748292998936
"1998","control","PP",82,3705.92759818242
"1998","control","RF",0,0
"1998","control","RM",0,0
"1998","control","RO",0,0
"1998","control","SF",0,0
"1998","control","SH",0,0
"1998","control","SO",0,0
"1998","exclosure","BA",0,0
"1998","exclosure","DM",14,1419.8041830164
"1998","exclosure","DO",3,299.686001123897
"1998","exclosure","DS",0,0
