"currency","identifier","row","year","mean_ichange_proportional","lower_ichange_proportional","upper_ichange_proportional","k"
"abundance","bbs_rtrg_10_4",11,1983,0.000326150472655778,-0.00442516481295359,0.00372172088187028,5
"abundance","bbs_rtrg_10_4",12,1984,-0.00217032130871381,-0.00613333153670641,0.00158356704901811,5
"abundance","bbs_rtrg_10_4",13,1986,-0.0131786644126423,-0.0226575610144281,-0.0045369308265896,5
"abundance","bbs_rtrg_10_4",14,1989,-0.0451987540097808,-0.0628308468464763,-0.0292530601958822,5
"abundance","bbs_rtrg_10_4",15,1990,-0.0229257661447864,-0.0292669349237564,-0.016095122340601,5
"abundance","bbs_rtrg_10_4",16,1991,-0.026774584322522,-0.0327750853545321,-0.0202225626534095,5
"abundance","bbs_rtrg_10_4",17,1992,-0.0303621253517586,-0.0357598487624801,-0.0243682801111594,5
"abundance","bbs_rtrg_10_4",18,1993,-0.0334733900115185,-0.0382587641135369,-0.0277086913821021,5
"abundance","bbs_rtrg_10_4",19,1994,-0.035897533505452,-0.0400725464629134,-0.0303051024385468,5
"abundance","bbs_rtrg_10_4",20,1995,-0.0374348344391539,-0.0412811972394071,-0.0323586814642994,5
"abundance","bbs_rtrg_10_4",21,1997,-0.0736550297353788,-0.0805066697918083,-0.0643248763404987,5
"abundance","bbs_rtrg_10_4",22,1998,-0.0351776681989746,-0.0393701335157287,-0.0305513556424762,5
"abundance","bbs_rtrg_10_4",23,1999,-0.0318662675253634,-0.0359966746708647,-0.0267760322669466,5
"abundance","bbs_rtrg_10_4",24,2000,-0.0271761470761356,-0.0319709224726997,-0.0223483892746745,5
"abundance","bbs_rtrg_10_4",25,2001,-0.0210949650427599,-0.0266107212674864,-0.0157328613582093,5
"abundance","bbs_rtrg_10_4",26,2002,-0.0136564390915533,-0.0196128775536552,-0.00749021931616645,5
"abundance","bbs_rtrg_10_4",27,2003,-0.00494264307334147,-0.010909559892795,0.0015107934147058,5
"abundance","bbs_rtrg_10_4",28,2004,0.00491482773714113,-0.000947316124266064,0.0112670388595475,5
"abundance","bbs_rtrg_10_4",29,2005,0.0157351990104939,0.0100985856732633,0.0216968937544024,5
"abundance","bbs_rtrg_10_4",30,2006,0.0272908193923396,0.0221805388265308,0.0325343176247331,5
"abundance","bbs_rtrg_10_4",31,2007,0.0393119112410287,0.0349987572158218,0.0438818165536443,5
"abundance","bbs_rtrg_10_4",32,2008,0.0514942350037245,0.0475117531766644,0.0554826547436933,5
"abundance","bbs_rtrg_10_4",33,2009,0.0635100285343698,0.0593577317560965,0.0676544046359615,5
"abundance","bbs_rtrg_10_4",34,2010,0.075022390086271,0.0704990666143912,0.0790172672632583,5
"abundance","bbs_rtrg_10_4",35,2011,0.0857029972946261,0.0808057091560638,0.0906201538939376,5
"abundance","bbs_rtrg_10_4",36,2012,0.0952527184619345,0.0890622309225224,0.1010875735902,5
"abundance","bbs_rtrg_10_4",37,2014,0.224877248857734,0.20674027126061,0.240729864155163,5
"abundance","bbs_rtrg_10_4",38,2016,0.247360797590002,0.225983185691434,0.266503122032951,5
"abundance","bbs_rtrg_10_4",39,2017,0.120568609593536,0.110435437290305,0.129652833016442,5
"abundance","bbs_rtrg_10_4",40,2018,0.121358330089575,0.111108294367841,0.130560144947887,5
"scaled_energy","bbs_rtrg_10_4",2,1974,-0.0152382869820642,-0.0258206803245794,-0.0034841215437305,5
"scaled_energy","bbs_rtrg_10_4",3,1975,-0.0149198853928858,-0.0254192742508321,-0.00330219942879858,5
"scaled_energy","bbs_rtrg_10_4",4,1976,-0.0141672083762833,-0.0244605150644485,-0.00288652414770297,5
"scaled_energy","bbs_rtrg_10_4",5,1977,-0.0129256474451112,-0.0228570831292723,-0.00223259691423625,5
"scaled_energy","bbs_rtrg_10_4",6,1978,-0.0112303632881258,-0.0206288006533384,-0.00139555790373031,5
"scaled_energy","bbs_rtrg_10_4",7,1979,-0.00918684683604001,-0.0178810406732818,-0.000518872625827303,5
"scaled_energy","bbs_rtrg_10_4",8,1980,-0.0069519513056931,-0.0142710859563809,0.000247269751175326,5
"scaled_energy","bbs_rtrg_10_4",9,1981,-0.00471524885189997,-0.0104587001030182,0.00112370630407024,5
"scaled_energy","bbs_rtrg_10_4",10,1982,-0.00268072038330906,-0.00725345137346589,0.00269703631632305,5
"scaled_energy","bbs_rtrg_10_4",11,1983,-0.00104900777730393,-0.00503513061234315,0.00366319344421019,5
"scaled_energy","bbs_rtrg_10_4",12,1984,-6.89304049082199e-07,-0.00399477702701383,0.00472554168552352,5
"scaled_energy","bbs_rtrg_10_4",13,1986,0.000143732933677955,-0.00790051634516082,0.00980106709332972,5
"scaled_energy","bbs_rtrg_10_4",14,1989,-0.0117235516887273,-0.0261778830736102,0.00612863960435044,5
"scaled_energy","bbs_rtrg_10_4",15,1990,-0.0103389282984962,-0.0159390641374926,-0.00434595697502151,5
"scaled_energy","bbs_rtrg_10_4",16,1991,-0.0146439409164058,-0.0202780360405956,-0.0090910947246111,5
"scaled_energy","bbs_rtrg_10_4",17,1992,-0.0192747997337131,-0.0245854410887461,-0.0143190404486993,5
"scaled_energy","bbs_rtrg_10_4",18,1993,-0.0239390380489608,-0.0287685584635717,-0.0195377109940516,5
"scaled_energy","bbs_rtrg_10_4",19,1994,-0.0283217483445923,-0.032734374918056,-0.0243286915349457,5
"scaled_energy","bbs_rtrg_10_4",20,1995,-0.0320994896541494,-0.0362743821146891,-0.0283414164155214,5
"scaled_energy","bbs_rtrg_10_4",21,1997,-0.0702998846816482,-0.0785036422180976,-0.0629096249970728,5
"scaled_energy","bbs_rtrg_10_4",22,1998,-0.0370440244624859,-0.0416484835346669,-0.0330974551244664,5
"scaled_energy","bbs_rtrg_10_4",23,1999,-0.0360077622519128,-0.0406427997763968,-0.0318359107654032,5
"scaled_energy","bbs_rtrg_10_4",24,2000,-0.0333370294070428,-0.0381444519846506,-0.0286321491609181,5
"scaled_energy","bbs_rtrg_10_4",25,2001,-0.0289043592366425,-0.0341336147612546,-0.0236298411937046,5
"scaled_energy","bbs_rtrg_10_4",26,2002,-0.0226462149740251,-0.0282607069819882,-0.016827702838525,5
"scaled_energy","bbs_rtrg_10_4",27,2003,-0.0145687510859337,-0.0200147042884948,-0.00882178534072617,5
"scaled_energy","bbs_rtrg_10_4",28,2004,-0.00475235398534158,-0.00998061484441357,0.000629588642957968,5
"scaled_energy","bbs_rtrg_10_4",29,2005,0.00664543100595731,0.00156155621220554,0.0115219780677372,5
"scaled_energy","bbs_rtrg_10_4",30,2006,0.0193892306920662,0.014439746313969,0.0239985637915287,5
"scaled_energy","bbs_rtrg_10_4",31,2007,0.0331683089724509,0.0285955225580351,0.0375503703103461,5
"scaled_energy","bbs_rtrg_10_4",32,2008,0.0476031959267372,0.0437365107013412,0.0518922973588187,5
"scaled_energy","bbs_rtrg_10_4",33,2009,0.0622575260686557,0.0587655138091198,0.0663850603911397,5
"scaled_energy","bbs_rtrg_10_4",34,2010,0.0766559511751554,0.0728386577529555,0.0813167143515545,5
"scaled_energy","bbs_rtrg_10_4",35,2011,0.090308586016228,0.0853976792846379,0.0952452731709517,5
"scaled_energy","bbs_rtrg_10_4",36,2012,0.102741818266915,0.0968089368134638,0.108726659145665,5
"scaled_energy","bbs_rtrg_10_4",37,2014,0.24982767183318,0.233907552227474,0.266517107217098,5
"scaled_energy","bbs_rtrg_10_4",38,2016,0.280457924150275,0.261757441455569,0.299031068435077,5
"scaled_energy","bbs_rtrg_10_4",39,2017,0.136662346608136,0.127846223259881,0.145152265221423,5
"scaled_energy","bbs_rtrg_10_4",40,2018,0.137759319112099,0.128819968503428,0.146359852622836,5
"abundance","bbs_rtrg_10_43",2,1990,0.0445078556694845,0.0149061038711971,0.0753618670311848,5
"abundance","bbs_rtrg_10_43",3,1991,0.0423501327035439,0.0153146738307005,0.0706403070396853,5
"abundance","bbs_rtrg_10_43",4,1992,0.0377800778641512,0.0158952355660752,0.0609109671411447,5
"abundance","bbs_rtrg_10_43",5,2001,0.0182021055742454,-0.0255827766978569,0.0782096969004672,5
"abundance","bbs_rtrg_10_43",6,2002,-0.0373208127596176,-0.0505348889169813,-0.0256304356884626,5
"abundance","bbs_rtrg_10_43",7,2003,-0.0441745430108812,-0.0561004439667885,-0.0333909822581743,5
"abundance","bbs_rtrg_10_43",8,2004,-0.0485817479404523,-0.0589004060399686,-0.0400583257786173,5
"abundance","bbs_rtrg_10_43",9,2007,-0.135262122310237,-0.161203098536552,-0.11440656662913,5
"abundance","bbs_rtrg_10_43",10,2008,-0.0358190967968799,-0.0464801069169761,-0.0257592625171618,5
"abundance","bbs_rtrg_10_43",11,2009,-0.0259930249289126,-0.0367723767594019,-0.0155451495224038,5
"abundance","bbs_rtrg_10_43",12,2011,-0.0199307403723729,-0.0407279621823778,-0.00104277513770683,5
"abundance","bbs_rtrg_10_43",13,2012,0.00526007342106364,-0.00363426228726652,0.0157011247961105,5
"abundance","bbs_rtrg_10_43",14,2013,0.0140384854314565,0.00357248737178479,0.0275707486836495,5
"abundance","bbs_rtrg_10_43",15,2014,0.0210425469839252,0.00704009070680523,0.0385480213696573,5
"abundance","bbs_rtrg_10_43",16,2017,0.0897905581521665,0.0257907087179531,0.169646132399806,5
"scaled_energy","bbs_rtrg_10_43",2,1990,0.000888099379545776,-0.0221188686203834,0.0272828871835402,5
"scaled_energy","bbs_rtrg_10_43",3,1991,0.00136394585471353,-0.0196806651696797,0.0256174283783531,5
"scaled_energy","bbs_rtrg_10_43",4,1992,0.00220453673147205,-0.015122120146221,0.0221701838003011,5
"scaled_energy","bbs_rtrg_10_43",5,2001,-0.0275719792034638,-0.0777748797494066,0.0166017506370747,5
"scaled_energy","bbs_rtrg_10_43",6,2002,-0.0214020925787089,-0.0312682584003301,-0.00930580607130481,5
"scaled_energy","bbs_rtrg_10_43",7,2003,-0.0268799225653404,-0.0363292424718273,-0.0150303360121031,5
"scaled_energy","bbs_rtrg_10_43",8,2004,-0.0316444374369188,-0.0408881657889521,-0.0206220764922059,5
"scaled_energy","bbs_rtrg_10_43",9,2007,-0.103182398010372,-0.122586594426684,-0.0772806300262874,5
"scaled_energy","bbs_rtrg_10_43",10,2008,-0.0329291208129875,-0.0414767315364234,-0.0226180340027074,5
"scaled_energy","bbs_rtrg_10_43",11,2009,-0.0282349026684602,-0.0377065937899272,-0.0188910130211406,5
"scaled_energy","bbs_rtrg_10_43",12,2011,-0.0360809088641118,-0.0525659736368222,-0.0196970562897832,5
"scaled_energy","bbs_rtrg_10_43",13,2012,-0.00615831196471259,-0.0162097977829055,0.00347033744495286,5
"scaled_energy","bbs_rtrg_10_43",14,2013,0.00227490883822684,-0.0107075893806834,0.0143634290907169,5
"scaled_energy","bbs_rtrg_10_43",15,2014,0.00988223625660892,-0.00521046483520026,0.0243507258558841,5
"scaled_energy","bbs_rtrg_10_43",16,2017,0.0594617632118963,-0.00425267046279756,0.120209189930618,5
"abundance","bbs_rtrg_10_56",2,1968,-0.0271904578491321,-0.0287077155497463,-0.0256138737070603,5
"abundance","bbs_rtrg_10_56",3,1969,-0.0271904732197121,-0.0287079952586849,-0.0256142686458194,5
"abundance","bbs_rtrg_10_56",4,1970,-0.0271904990847216,-0.0287086568485726,-0.025615148705236,5
"abundance","bbs_rtrg_10_56",5,1971,-0.0271905187570499,-0.0287097455022377,-0.0256164755772558,5
"abundance","bbs_rtrg_10_56",6,1972,-0.0271905064360813,-0.0287112240322231,-0.0256180650706241,5
"abundance","bbs_rtrg_10_56",7,1973,-0.0271904335602367,-0.028712994180856,-0.025619643048108,5
"abundance","bbs_rtrg_10_56",8,1974,-0.0271902756018199,-0.0287149205272362,-0.0256209083803388,5
"abundance","bbs_rtrg_10_56",9,1977,-0.0793692136737415,-0.0837052522978943,-0.0749111790536039,5
"abundance","bbs_rtrg_10_56",10,1978,-0.0271886524572445,-0.0287219104467115,-0.0256191559589599,5
"abundance","bbs_rtrg_10_56",11,1996,-0.391036249003637,-0.408249769127778,-0.372957953673531,5
"abundance","bbs_rtrg_10_56",12,1998,-0.0536277843419397,-0.0566240671146526,-0.0505189758492579,5
"abundance","bbs_rtrg_10_56",13,2001,-0.0793529873938105,-0.08371637668608,-0.0748113640851344,5
"abundance","bbs_rtrg_10_56",14,2003,-0.0536284307852503,-0.0566182073536599,-0.05051747402522,5
"scaled_energy","bbs_rtrg_10_56",2,1968,-0.0174887392333704,-0.031565252856202,-0.00305334866604577,5
"scaled_energy","bbs_rtrg_10_56",3,1969,-0.0193352314522119,-0.032444835918113,-0.00565777231457039,5
"scaled_energy","bbs_rtrg_10_56",4,1970,-0.023345192078009,-0.0343580715721275,-0.0110881683248512,5
"scaled_energy","bbs_rtrg_10_56",5,1971,-0.0291806829100747,-0.0381139694894184,-0.0189346599684509,5
"scaled_energy","bbs_rtrg_10_56",6,1972,-0.0358507475881424,-0.0427931493967337,-0.0286203219699548,5
"scaled_energy","bbs_rtrg_10_56",7,1973,-0.0420508410839438,-0.0490282222186841,-0.0344427322465665,5
"scaled_energy","bbs_rtrg_10_56",8,1974,-0.0464986464515726,-0.0551325985359575,-0.0366359279569336,5
"scaled_energy","bbs_rtrg_10_56",9,1977,-0.130677681036321,-0.160524754450092,-0.0964258891514508,5
"scaled_energy","bbs_rtrg_10_56",10,1978,-0.0341513681441404,-0.0440098333900722,-0.0228087843507602,5
"scaled_energy","bbs_rtrg_10_56",11,1996,0.0722597908480271,-0.00483753994664674,0.153020966121627,5
"scaled_energy","bbs_rtrg_10_56",12,1998,-0.052278271427856,-0.0710515370069351,-0.0301897852721434,5
"scaled_energy","bbs_rtrg_10_56",13,2001,-0.125654774269683,-0.158028277933826,-0.0881551987017718,5
"scaled_energy","bbs_rtrg_10_56",14,2003,-0.102784143499225,-0.126319345761268,-0.0730285948816356,5
"abundance","bbs_rtrg_10_57",2,1981,-0.0445349922646957,-0.0624355972205895,-0.0290345727706561,5
"abundance","bbs_rtrg_10_57",3,1982,-0.0438510071499967,-0.0611422039751043,-0.0289669822676813,5
"abundance","bbs_rtrg_10_57",4,1984,-0.0809257029677013,-0.109520318193538,-0.0565605198844935,5
"abundance","bbs_rtrg_10_57",5,1995,-0.262148774971913,-0.297355984101245,-0.229249589531714,5
"abundance","bbs_rtrg_10_57",6,1999,-0.0688565077403558,-0.0981379947517242,-0.0325436169536556,5
"abundance","bbs_rtrg_10_57",7,2005,-0.0897943500575143,-0.11885847803009,-0.0467963889384513,5
"abundance","bbs_rtrg_10_57",8,2006,-0.0113850400583399,-0.018316726162009,-0.00511957656760093,5
"abundance","bbs_rtrg_10_57",9,2007,-0.0090271980871986,-0.0170636294524908,-0.000710270440013611,5
"abundance","bbs_rtrg_10_57",10,2008,-0.00578864859823054,-0.0144655218319143,0.00316587007947742,5
"abundance","bbs_rtrg_10_57",11,2009,-0.0015868158490598,-0.00986982301504057,0.00729694380211528,5
"abundance","bbs_rtrg_10_57",12,2011,0.0128118150002019,-0.00142217952530657,0.0273205062222152,5
"abundance","bbs_rtrg_10_57",13,2012,0.0156289047778322,0.00901355092916315,0.0223044908667838,5
"abundance","bbs_rtrg_10_57",14,2013,0.0221426635273265,0.0156944289683377,0.0281940022560221,5
"abundance","bbs_rtrg_10_57",15,2014,0.0282704951776653,0.0210452167005948,0.0355022282113832,5
"abundance","bbs_rtrg_10_57",16,2015,0.0334957887207636,0.0236572761804812,0.0424872580265893,5
"abundance","bbs_rtrg_10_57",17,2016,0.0374162358415909,0.025596054866754,0.0482062883390037,5
"abundance","bbs_rtrg_10_57",18,2017,0.0398399484185528,0.0267478985197448,0.0518618561760908,5
"abundance","bbs_rtrg_10_57",19,2018,0.040879880386901,0.0272264933163897,0.0534407490353896,5
"scaled_energy","bbs_rtrg_10_57",2,1981,-0.0521237159468907,-0.0670170987904897,-0.0346729379705353,5
"scaled_energy","bbs_rtrg_10_57",3,1982,-0.051105609922931,-0.0655090546936558,-0.0342683943724976,5
"scaled_energy","bbs_rtrg_10_57",4,1984,-0.0924645607343323,-0.116934684308169,-0.0645718742240399,5
"scaled_energy","bbs_rtrg_10_57",5,1995,-0.260585494445072,-0.295274028075357,-0.21911896288563,5
"scaled_energy","bbs_rtrg_10_57",6,1999,-0.0586292321251316,-0.0922658748506013,-0.0300847597175788,5
"scaled_energy","bbs_rtrg_10_57",7,2005,-0.091366564775867,-0.124919595951701,-0.0594375591907894,5
"scaled_energy","bbs_rtrg_10_57",8,2006,-0.0139113852590773,-0.021340281628049,-0.00667680991611071,5
"scaled_energy","bbs_rtrg_10_57",9,2007,-0.0119177968087119,-0.0198588930909152,-0.00396349039374133,5
"scaled_energy","bbs_rtrg_10_57",10,2008,-0.00865926927961306,-0.0170295628353169,-0.000672430770929132,5
"scaled_energy","bbs_rtrg_10_57",11,2009,-0.00396288558302763,-0.0124039324558067,0.00371502112639763,5
"scaled_energy","bbs_rtrg_10_57",12,2011,0.0114481640591778,-0.00351830389708,0.025502769165359,5
"scaled_energy","bbs_rtrg_10_57",13,2012,0.0175201512464675,0.0120360724294413,0.0245688710513287,5
"scaled_energy","bbs_rtrg_10_57",14,2013,0.0261319398382427,0.0203359786646589,0.0336071030131283,5
"scaled_energy","bbs_rtrg_10_57",15,2014,0.034376005027034,0.0262216125557867,0.0423876742729146,5
"scaled_energy","bbs_rtrg_10_57",16,2015,0.0414991677065893,0.0313525646102061,0.050871732682044,5
"scaled_energy","bbs_rtrg_10_57",17,2016,0.0468977457887781,0.0351681320350629,0.058251160513676,5
"scaled_energy","bbs_rtrg_10_57",18,2017,0.0502608240659318,0.037469338936731,0.0626758179069811,5
"scaled_energy","bbs_rtrg_10_57",19,2018,0.0517116506678401,0.0383945436038829,0.0647538960111981,5
"abundance","bbs_rtrg_10_68",2,1971,0.0207179463319934,0.0103058273232083,0.0321177900670902,5
"abundance","bbs_rtrg_10_68",3,1972,0.00816092112161193,0.00312781079646573,0.0136252929413449,5
"abundance","bbs_rtrg_10_68",4,1973,0.00530234696369427,0.000445234833178041,0.0105408180501985,5
"abundance","bbs_rtrg_10_68",5,1975,-0.00303549477727293,-0.0118488444893845,0.00633600792018023,5
"abundance","bbs_rtrg_10_68",6,1976,-0.0107795059070583,-0.0145988683354036,-0.00686076911022375,5
"abundance","bbs_rtrg_10_68",7,1977,-0.0182624868670882,-0.021583739346677,-0.0149777127592185,5
"abundance","bbs_rtrg_10_68",8,1978,-0.0262862344020503,-0.0290031792716872,-0.0236853378739807,5
"abundance","bbs_rtrg_10_68",9,1979,-0.0344357580294595,-0.0367372112689866,-0.0322682909953194,5
"abundance","bbs_rtrg_10_68",10,1980,-0.0422847273178659,-0.0445686122853608,-0.0400561688426837,5
"abundance","bbs_rtrg_10_68",11,1981,-0.049421126422668,-0.0517443390993384,-0.0473401197108448,5
"abundance","bbs_rtrg_10_68",12,1983,-0.112276769424057,-0.117375762228648,-0.108210910575454,5
"abundance","bbs_rtrg_10_68",13,1984,-0.0633835069898508,-0.0665379319287623,-0.0607201950533937,5
"abundance","bbs_rtrg_10_68",14,1986,-0.125777774514114,-0.132329719764949,-0.120117832952953,5
"abundance","bbs_rtrg_10_68",15,1987,-0.0632050174610985,-0.0670596773193898,-0.0600335576176632,5
"abundance","bbs_rtrg_10_68",16,1991,-0.187935781713733,-0.199317308602706,-0.177693854108367,5
"abundance","bbs_rtrg_10_68",17,1992,-0.0302725022222497,-0.0331711887150019,-0.0272935900584839,5
"abundance","bbs_rtrg_10_68",18,1993,-0.0193057799906203,-0.0218785962837232,-0.0164725148532969,5
"abundance","bbs_rtrg_10_68",19,1994,-0.00758388618019828,-0.00984354645949891,-0.00468437363810243,5
"abundance","bbs_rtrg_10_68",20,1995,0.00438448284857648,0.00204830247685091,0.00732567681900706,5
"abundance","bbs_rtrg_10_68",21,1996,0.0160663668491934,0.0135785563503555,0.0193638535701177,5
"abundance","bbs_rtrg_10_68",22,1997,0.0269268329182996,0.0242821275890263,0.0306637723779573,5
"abundance","bbs_rtrg_10_68",23,2006,0.552110521320834,0.517619899232893,0.602483663826093,5
"abundance","bbs_rtrg_10_68",24,2007,0.03871981482137,0.0362712555542788,0.041417799715479,5
"abundance","bbs_rtrg_10_68",25,2008,0.0300954463670038,0.0275644188959487,0.0326622254481517,5
"abundance","bbs_rtrg_10_68",26,2009,0.0206000266533354,0.0171354351474421,0.0236943187410219,5
"abundance","bbs_rtrg_10_68",27,2010,0.0107573270449971,0.00675086688572883,0.014300548174614,5
"abundance","bbs_rtrg_10_68",28,2011,0.00107671095956747,-0.00367106265223792,0.00496877004656855,5
"abundance","bbs_rtrg_10_68",29,2012,-0.00797421249033175,-0.0133748709935148,-0.00377151454910957,5
"abundance","bbs_rtrg_10_68",30,2013,-0.0159948659113722,-0.0219448036716679,-0.011420668491738,5
"abundance","bbs_rtrg_10_68",31,2014,-0.0226751706630432,-0.0290623511961582,-0.0177238015115695,5
"abundance","bbs_rtrg_10_68",32,2015,-0.0278180755970829,-0.0345750527568378,-0.0225801628613921,5
"abundance","bbs_rtrg_10_68",33,2016,-0.0313624115800215,-0.0384089590884753,-0.0259276600304366,5
"abundance","bbs_rtrg_10_68",34,2017,-0.0334074204376969,-0.0406265938885572,-0.0278607657643888,5
"abundance","bbs_rtrg_10_68",35,2018,-0.0342399986950083,-0.0415285173623288,-0.0286482806280656,5
"scaled_energy","bbs_rtrg_10_68",2,1971,0.0446367425431512,0.0337615030136352,0.0579609667616411,5
"scaled_energy","bbs_rtrg_10_68",3,1972,0.0198359914640687,0.0146457540800633,0.0261516347627894,5
"scaled_energy","bbs_rtrg_10_68",4,1973,0.0168459180616816,0.0118406813441785,0.0229100948412781,5
"scaled_energy","bbs_rtrg_10_68",5,1975,0.0194605685706005,0.010283715133271,0.0305077932317716,5
"scaled_energy","bbs_rtrg_10_68",6,1976,-7.18132464303044e-05,-0.00414306939240634,0.00459447330372342,5
"scaled_energy","bbs_rtrg_10_68",7,1977,-0.00798037075015135,-0.0116683856999987,-0.00383826408939451,5
"scaled_energy","bbs_rtrg_10_68",8,1978,-0.016490508574648,-0.0198550519422031,-0.0129305716442303,5
"scaled_energy","bbs_rtrg_10_68",9,1979,-0.0251738734733499,-0.0280760235688125,-0.0222335666540769,5
"scaled_energy","bbs_rtrg_10_68",10,1980,-0.0335882319389697,-0.0362208178286596,-0.0308639981740993,5
"scaled_energy","bbs_rtrg_10_68",11,1981,-0.0413040854894093,-0.04380492674525,-0.0386360631804317,5
"scaled_energy","bbs_rtrg_10_68",12,1983,-0.0985367734122419,-0.103639577237401,-0.0929937216392684,5
"scaled_energy","bbs_rtrg_10_68",13,1984,-0.0569298697458222,-0.059759426494123,-0.0536360514708792,5
"scaled_energy","bbs_rtrg_10_68",14,1986,-0.11500833162305,-0.120717512231575,-0.108144476703563,5
"scaled_energy","bbs_rtrg_10_68",15,1987,-0.0580634527165115,-0.0613097085329319,-0.0542752388010634,5
"scaled_energy","bbs_rtrg_10_68",16,1991,-0.172101901148311,-0.182228977235913,-0.159453894499485,5
"scaled_energy","bbs_rtrg_10_68",17,1992,-0.0257774032809557,-0.0281988005943384,-0.0228673511787865,5
"scaled_energy","bbs_rtrg_10_68",18,1993,-0.0146559323883245,-0.0170619270655866,-0.0121279927748682,5
"scaled_energy","bbs_rtrg_10_68",19,1994,-0.00267222161577776,-0.00504564154833329,-0.000440801164978065,5
"scaled_energy","bbs_rtrg_10_68",20,1995,0.00966688764292255,0.00731116135138674,0.0117906432484241,5
"scaled_energy","bbs_rtrg_10_68",21,1996,0.0218253414782166,0.0192734090858987,0.0241589621327867,5
"scaled_energy","bbs_rtrg_10_68",22,1997,0.0332593088863816,0.0305937570196341,0.0359016900604545,5
"scaled_energy","bbs_rtrg_10_68",23,2006,0.695331504699032,0.645104511606143,0.743475222810806,5
"scaled_energy","bbs_rtrg_10_68",24,2007,0.0539383625819171,0.0512983987875563,0.0567440899790371,5
"scaled_energy","bbs_rtrg_10_68",25,2008,0.0463583994256107,0.0437652327811262,0.0491291351597723,5
"scaled_energy","bbs_rtrg_10_68",26,2009,0.0378550059772889,0.0353472511020319,0.0407660533247418,5
"scaled_energy","bbs_rtrg_10_68",27,2010,0.0289224773914399,0.0261271359606076,0.0325026946272035,5
"scaled_energy","bbs_rtrg_10_68",28,2011,0.0200480259193874,0.0169263156154352,0.024126660818519,5
"scaled_energy","bbs_rtrg_10_68",29,2012,0.0116845916704194,0.00810021508301245,0.0161890602183215,5
"scaled_energy","bbs_rtrg_10_68",30,2013,0.00422531890277468,0.00031233867292555,0.00909419814351979,5
"scaled_energy","bbs_rtrg_10_68",31,2014,-0.00202037716816852,-0.00627613163148118,0.00323405423545733,5
"scaled_energy","bbs_rtrg_10_68",32,2015,-0.00684982443117257,-0.011408164627251,-0.00129366731360052,5
"scaled_energy","bbs_rtrg_10_68",33,2016,-0.0101902667283293,-0.0149556645152439,-0.00443065833550955,5
"scaled_energy","bbs_rtrg_10_68",34,2017,-0.0121234026685598,-0.0170084334000482,-0.00624848202628018,5
"scaled_energy","bbs_rtrg_10_68",35,2018,-0.0129122652601554,-0.0178454119016149,-0.0069910338099743,5
"abundance","bbs_rtrg_10_7",2,1968,0.0190330986532084,0.0145259842758598,0.0239238057829413,5
"abundance","bbs_rtrg_10_7",3,1969,0.0188108199949897,0.014335022615295,0.0236663630217803,5
"abundance","bbs_rtrg_10_7",4,1970,0.0182574852726504,0.013859891989596,0.0230254076715612,5
"abundance","bbs_rtrg_10_7",5,1971,0.0172834687487813,0.0130240144248721,0.0218831541974362,5
"abundance","bbs_rtrg_10_7",6,1972,0.0158457911845629,0.0117909673598627,0.0201691343886869,5
"abundance","bbs_rtrg_10_7",7,1973,0.013942226359418,0.0101593450969656,0.0179009666911959,5
"abundance","bbs_rtrg_10_7",8,1974,0.0116051195754532,0.00814833209163727,0.0151181973119802,5
"abundance","bbs_rtrg_10_7",9,1975,0.00889498933259935,0.0058755734341748,0.0118940577011618,5
"abundance","bbs_rtrg_10_7",10,1976,0.00589404910298654,0.00344029926866046,0.00832844892263489,5
"abundance","bbs_rtrg_10_7",11,1977,0.00269982031886257,0.000765828977862227,0.00464610617121282,5
"abundance","bbs_rtrg_10_7",12,1978,-0.000580984896620303,-0.00249803613636107,0.00123395908782758,5
"abundance","bbs_rtrg_10_7",13,1980,-0.0107911214995817,-0.0147806080000042,-0.00781118723263141,5
"abundance","bbs_rtrg_10_7",14,1981,-0.00997495052697986,-0.0120363899082978,-0.00811999041089978,5
"abundance","bbs_rtrg_10_7",15,1982,-0.0127453270086623,-0.0150408866187151,-0.0105627206425138,5
"abundance","bbs_rtrg_10_7",16,1983,-0.0152109543878152,-0.0176580620428947,-0.0127954350070437,5
"abundance","bbs_rtrg_10_7",17,1984,-0.0173065337410695,-0.0199644423267057,-0.0147275019149854,5
"abundance","bbs_rtrg_10_7",18,1985,-0.0189838288292571,-0.0217166790786418,-0.0163394495693731,5
"abundance","bbs_rtrg_10_7",19,1987,-0.0407671028504538,-0.0462862144944677,-0.0357803321929656,5
"abundance","bbs_rtrg_10_7",20,1988,-0.021289877256932,-0.0239136970577808,-0.0189525455023367,5
"abundance","bbs_rtrg_10_7",21,1989,-0.0211640320921256,-0.0236679353679277,-0.0189082183894037,5
"abundance","bbs_rtrg_10_7",22,1990,-0.0206428962490649,-0.0229523034182168,-0.0182762624848598,5
"abundance","bbs_rtrg_10_7",23,1991,-0.0197807210213396,-0.0218309720425695,-0.0175271954097726,5
"abundance","bbs_rtrg_10_7",24,1992,-0.0186437010921726,-0.0204184041935901,-0.0163535102406309,5
"abundance","bbs_rtrg_10_7",25,1993,-0.0173072743948366,-0.0191541483616839,-0.0149767191263399,5
"abundance","bbs_rtrg_10_7",26,1994,-0.0158530950373234,-0.0177450555374702,-0.0133234677142656,5
